date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:11	7085/7085	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-includes/js/jquery/jquery-migrate.min.js,qver=1.2.1.pagespeed.jm.mhpNjdU8Wl.js	./stacki/www.stacki.com/wp-includes/js/jquery/jquery-migrate.min.js,qver=1.2.1.pagespeed.jm.mhpNjdU8Wl.js	(from http://www.stacki.com/Intro/)
13:50:12	16799/16799	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content/plugins/ds-live-composer/js/front.js,qver=4.2.2.pagespeed.jm.Svr2RWDNkS.js	./stacki/www.stacki.com/wp-content/plugins/ds-live-composer/js/front.js,qver=4.2.2.pagespeed.jm.Svr2RWDNkS.js	(from http://www.stacki.com/Intro/)
13:50:12	656/656	---M-Z	200	added ('OK')	text/xml	etag:%22ce5d546ec81d33c260b3e0015ae21c6d-gzip%22	http://www.stacki.com/intro/feed/	./stacki/www.stacki.com/intro/feed/index.html	(from http://www.stacki.com/Intro/)
13:50:13	0/0	---M--	200	added ('OK')	text/javascript	date:Tue,%2002%20Jun%202015%2020:50:09%20GMT	http://www.stacki.com/wp-admin/admin-ajax.php?action=wordfence_logHuman&hid=3117292160DF6BCA0565F28B1221357B	./stacki/www.stacki.com/wp-admin/admin-ajaxca30.php	(from http://www.stacki.com/Intro/)
13:50:13	68/68	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://www.stacki.com/wp-content/uploads/2015/05/clearpixel.png.pagespeed.ce.l4wb7knXrV.png	./stacki/www.stacki.com/wp-content/uploads/2015/05/clearpixel.png.pagespeed.ce.l4wb7knXrV.png	(from http://www.stacki.com/Intro/)
13:50:13	2943/2943	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://www.stacki.com/wp-content/uploads/2015/05/xstackiq_ftr_logo_120.png.pagespeed.ic.VBF8kZPVoP.png	./stacki/www.stacki.com/wp-content/uploads/2015/05/xstackiq_ftr_logo_120.png.pagespeed.ic.VBF8kZPVoP.png	(from http://www.stacki.com/Intro/)
13:50:14	1894/1894	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://www.stacki.com/wp-content/uploads/2015/05/xstackiq_ftr_logo_120_2.png.pagespeed.ic.x-DXH1jwlt.png	./stacki/www.stacki.com/wp-content/uploads/2015/05/xstackiq_ftr_logo_120_2.png.pagespeed.ic.x-DXH1jwlt.png	(from http://www.stacki.com/Intro/)
13:50:14	95864/95864	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-includes/js/jquery/jquery.js,qver=1.11.2.pagespeed.jm.0kUhGt7Mm3.js	./stacki/www.stacki.com/wp-includes/js/jquery/jquery.js,qver=1.11.2.pagespeed.jm.0kUhGt7Mm3.js	(from http://www.stacki.com/Intro/)
13:50:14	2283/2283	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content/themes/slowave/style/js/fancybox/helpers/jquery.fancybox-media.js,qv=1.0.0,aver=4.2.2.pagespeed.jm.kY2VtwCzJC.js	./stacki/www.stacki.com/wp-content/themes/slowave/style/js/fancybox/helpers/jquery.fancybox-media.js,qv=1.0.0,aver=4.2.2.pagespeed.jm.kY2VtwCzJC.js	(from http://www.stacki.com/Intro/)
13:50:14	27674/27674	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content/themes/slowave/style/js/bootstrap.min.js,qver=4.2.2.pagespeed.jm.6om1RBL9Sy.js	./stacki/www.stacki.com/wp-content/themes/slowave/style/js/bootstrap.min.js,qver=4.2.2.pagespeed.jm.6om1RBL9Sy.js	(from http://www.stacki.com/Intro/)
13:50:15	82949/82949	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.plugins.min.js,qrev=4.2.1,aver=4.2.2.pagespeed.jm.k7edlXrMnr.js	./stacki/www.stacki.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.plugins.min.js,qrev=4.2.1,aver=4.2.2.pagespeed.jm.k7edlXrMnr.js	(from http://www.stacki.com/Intro/)
13:50:15	15812/15812	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content/themes/slowave/style/js/jquery.isotope.min.js,qver=4.2.2.pagespeed.jm.DKavVb309U.js	./stacki/www.stacki.com/wp-content/themes/slowave/style/js/jquery.isotope.min.js,qver=4.2.2.pagespeed.jm.DKavVb309U.js	(from http://www.stacki.com/Intro/)
13:50:15	24147/24147	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content/themes/slowave/style/js/jquery.easytabs.min.js,,qver==4.2.2,Mjm.vvc1nDhFdr.js+owl.carousel.min.js,,qver==4.2.2,Mjm._YoxE1g4nB.js.pagespeed.jc.oXCxs8cwlv.js	./stacki/www.stacki.com/wp-content/themes/slowave/style/js/jquery.easytabs.min.js,,qver==4.2.2,Mjm.vvc1nDhFdr.js+owl.carousel.min.js,,qver==4.2.2,Mjm._YoxE1g4nB.js.pagespeed.jc.oXCxs8cwlv.js	(from http://www.stacki.com/Intro/)
13:50:16	27148/27148	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content/themes/slowave/style/js/twitter-bootstrap-hover-dropdown.min.js,,qver==4.2.2,Mjm.R--wkYI0rF.js+jquery.fancybox.pack.js,,qver==4.2.2,Mjm.K5jQHFKG0b.js+fancybox,_helpers,_jquery.fancybox-thumbs.js,,qv==1.0.2,,aver==4.2.2,Mjm.ZJjejLXZcu.js.pagespeed.jc.IkPQJHoYx0.js	./stacki/www.stacki.com/wp-content/themes/slowave/style/js/twitter-bootstrap-hover-dropdown.min.js,,qver==4.2.2,Mjm.R--wkYI0rF.js+jquery.fancybox.pack.js,,qver==4.2.2,Mjm.K5jQHFKG0b.js+fancybox,_helpers,_jquery.fancybox-thumbs.js,,qv==1	(from http://www.stacki.com/Intro/)
13:50:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202015%2020:50:12%20GMT	http://www.stacki.com/?p=110	./stacki/www.stacki.com/index5f87.html	(from http://www.stacki.com/Intro/)
13:50:16	36943/36943	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202015%2020:50:12%20GMT	http://www.stacki.com/intro/	./stacki/www.stacki.com/intro/index-2.html	(from http://www.stacki.com/Intro/)
13:50:16	100/100	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://www.stacki.com/wp-content/plugins/revslider/rs-plugin/assets/xgridtile.png.pagespeed.ic.jHoNokq0WL.png	./stacki/www.stacki.com/wp-content/plugins/revslider/rs-plugin/assets/xgridtile.png.pagespeed.ic.jHoNokq0WL.png	(from http://www.stacki.com/wp-content/plugins/revslider/rs-plugin/css/A.settings.css,qrev=4.2.1,aver=4.2.2.pagespeed.cf.8Y--4lHbJv.css)
13:50:17	440/440	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://www.stacki.com/wp-content/plugins/download-monitor/assets/images/filetypes/xdocument.png.pagespeed.ic.LaDgEWe--3.png	./stacki/www.stacki.com/wp-content/plugins/download-monitor/assets/images/filetypes/xdocument.png.pagespeed.ic.LaDgEWe--3.png	(from http://www.stacki.com/wp-content/plugins/download-monitor/assets/css/A.frontend.css,qver=4.2.2.pagespeed.cf.OVW2_-N4n8.css)
13:50:17	43836/43836	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://www.stacki.com/wp-content,_themes,_slowave,_style,_js,_jquery.sticky.js,,qver==4.2.2,Mjm.PGE3pQ9sRT.js+wp-content,_themes,_slowave,_style,_js,_google-code-prettify,_prettify.js,,qver==4.2.2,Mjm.1PQmfZRTSW.js+wp-content,_themes,_slowave,_style,_js,_retina.js,qver==4.2.2+wp-content,_themes,_slowave,_style,_js,_gomap.js,,qver==4.2.2,Mjm.GzY7Sfq096.js+wp-content,_themes,_slowave,_style,_js,_scripts.js,,qver==4.2.2,Mjm.0Br1zqlp0Z.js+wp-includes,_js,_comment-reply.min.js,qver==4.2.2.pagespeed.jc.RLGPlFBQgK.js	./stacki/www.stacki.com/wp-content,_themes,_slowave,_style,_js,_jquery.sticky.js,,qver==4.2.2,Mjm.PGE3pQ9sRT.js+wp-content,_themes,_slowave,_style,_js,_google-code-prettify,_prettify.js,,qver==4.2.2,Mjm.1PQmfZRTSW.js+wp-content,_themes,	(from http://www.stacki.com/Intro/)
13:50:17	9311/9311	---M--	200	added ('OK')	image/gif	etag:W/%220%22	http://www.stacki.com/wp-content/themes/slowave/style/images/loading.gif.pagespeed.ce.AtDzIkgC8J.gif	./stacki/www.stacki.com/wp-content/themes/slowave/style/images/loading.gif.pagespeed.ce.AtDzIkgC8J.gif	(from http://www.stacki.com/wp-content/themes/slowave/A.style.css,qver=4.2.2.pagespeed.cf.iJ7Nz1UndC.css)
13:50:18	8140/8140	---M--	200	added ('OK')	image/gif	etag:W/%220%22	http://www.stacki.com/wp-content/themes/slowave/style/images/fancy-loading.gif.pagespeed.ce.1BF0f1Um6J.gif	./stacki/www.stacki.com/wp-content/themes/slowave/style/images/fancy-loading.gif.pagespeed.ce.1BF0f1Um6J.gif	(from http://www.stacki.com/wp-content/themes/slowave/A.style.css,qver=4.2.2.pagespeed.cf.iJ7Nz1UndC.css)
13:50:18	0/0	---M--	200	added ('OK')	text/javascript	date:Tue,%2002%20Jun%202015%2020:50:15%20GMT	http://www.stacki.com/wp-admin/admin-ajax.php?action=wordfence_logHuman&hid=AB92720104E8EAA7A992F79084C33B41	./stacki/www.stacki.com/wp-admin/admin-ajax7a12.php	(from http://www.stacki.com/intro/)
